,Matchid,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22,,Runs_1,Over_1
276,1144490,HM Amla,Q de Kock,F du Plessis,HE van der Dussen,DA Miller,JP Duminy,AL Phehlukwayo,CH Morris,K Rabada,Imran Tahir,T Shamsi,S Dhawan,RG Sharma,V Kohli,KL Rahul,MS Dhoni,HH Pandya,B Kumar,JJ Bumrah,Kuldeep Yadav,YS Chahal,KM Jadhav,,-,-
277,1144491,Tamim Iqbal,Soumya Sarkar,Shakib Al Hasan,Mushfiqur Rahim,Mohammad Mithun,Mahmudullah,Mosaddek Hossain,Mohammad Saifuddin,Mehedi Hasan Miraz,Mashrafe Mortaza,Mustafizur Rahman,MJ Guptill,C Munro,KS Williamson,LRPL Taylor,TWM Latham,JDS Neesham,C de Grandhomme,MJ Santner,MJ Henry,LH Ferguson,TA Boult,,-,-
278,1144492,DA Warner,AJ Finch,UT Khawaja,SPD Smith,GJ Maxwell,MP Stoinis,AT Carey,NM Coulter-Nile,PJ Cummins,MA Starc,A Zampa,CH Gayle,E Lewis,SD Hope,N Pooran,SO Hetmyer,JO Holder,AD Russell,CR Brathwaite,AR Nurse,SS Cottrell,O Thomas,,-,-
279,1144494,JJ Roy,JM Bairstow,JE Root,JC Buttler,EJG Morgan,BA Stokes,CR Woakes,LE Plunkett,JC Archer,MA Wood,AU Rashid,Tamim Iqbal,Soumya Sarkar,Shakib Al Hasan,Mushfiqur Rahim,Mohammad Mithun,Mahmudullah,Mosaddek Hossain,Mohammad Saifuddin,Mehedi Hasan Miraz,Mashrafe Mortaza,Mustafizur Rahman,,-,-
280,1144495,Hazratullah,Noor Ali Zadran,Rahmat Shah,Hashmatullah Shahidi,Gulbadin Naib,Mohammad Nabi,Najibullah Zadran,Ikram Alikhil,Rashid Khan,Aftab Alam,Hamid Hassan,MJ Guptill,KS Williamson,C Munro,LRPL Taylor,TWM Latham,MJ Henry,TA Boult,LH Ferguson,JDS Neesham,C de Grandhomme,-,,-,-
281,1144499,AJ Finch,DA Warner,SPD Smith,GJ Maxwell,SE Marsh,UT Khawaja,AT Carey,NM Coulter-Nile,PJ Cummins,MA Starc,KW Richardson,Imam-ul-Haq,Fakhar Zaman,Babar Azam,Mohammad Hafeez,Sarfraz Ahmed,Shoaib Malik,Asif Ali,Hasan Ali,Wahab Riaz,Mohammad Amir,Shaheen Shah Afridi,,11,2
282,1144501,CH Gayle,E Lewis,SD Hope,N Pooran,SO Hetmyer,JO Holder,AD Russell,CR Brathwaite,SS Cottrell,O Thomas,ST Gabriel,JM Bairstow,JE Root,CR Woakes,BA Stokes,JC Archer,LE Plunkett,MA Wood,AU Rashid,-,-,-,,20,5
283,1144502,DA Warner,AJ Finch,UT Khawaja,SPD Smith,GJ Maxwell,SE Marsh,AT Carey,PJ Cummins,MA Starc,JP Behrendorff,KW Richardson,FDM Karunaratne,MDKJ Perera,HDRL Thirimanne,BKG Mendis,AD Mathews,TAM Siriwardana,NLTC Perera,DM de Silva,I Udana,SL Malinga,N Pradeep,,-,-
284,1144503,Hazratullah,Noor Ali Zadran,Rahmat Shah,Hashmatullah Shahidi,Asghar Stanikzai,Mohammad Nabi,Ikram Alikhil,Gulbadin Naib,Rashid Khan,Hamid Hassan,Aftab Alam,HM Amla,Q de Kock,AL Phehlukwayo,K Rabada,BE Hendricks,CH Morris,Imran Tahir,-,-,-,-,,-,-
285,1144507,Q de Kock,HM Amla,F du Plessis,AK Markram,HE van der Dussen,DA Miller,AL Phehlukwayo,CH Morris,K Rabada,L Ngidi,Imran Tahir,MJ Guptill,C Munro,KS Williamson,LRPL Taylor,TWM Latham,JDS Neesham,C de Grandhomme,MJ Santner,MJ Henry,TA Boult,LH Ferguson,,-,-
286,1144508,DA Warner,AJ Finch,UT Khawaja,GJ Maxwell,MP Stoinis,SPD Smith,AT Carey,MA Starc,PJ Cummins,NM Coulter-Nile,A Zampa,Tamim Iqbal,Soumya Sarkar,Shakib Al Hasan,Mushfiqur Rahim,Liton Das,Mahmudullah,Sabbir Rahman,Mehedi Hasan Miraz,Mashrafe Mortaza,Mustafizur Rahman,Rubel Hossain,,-,-
287,1144509,FDM Karunaratne,MDKJ Perera,WIA Fernando,BKG Mendis,AD Mathews,BMAJ Mendis,DM de Silva,NLTC Perera,I Udana,SL Malinga,N Pradeep,JM Vince,JM Bairstow,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,CR Woakes,AU Rashid,JC Archer,MA Wood,,-,-
288,1144510,KL Rahul,RG Sharma,V Kohli,V Shankar,MS Dhoni,KM Jadhav,HH Pandya,Mohammed Shami,Kuldeep Yadav,JJ Bumrah,YS Chahal,Hazratullah,Gulbadin Naib,Rahmat Shah,Hashmatullah Shahidi,Asghar Stanikzai,Mohammad Nabi,Najibullah Zadran,Rashid Khan,Ikram Alikhil,Aftab Alam,Mujeeb Ur Rahman,,-,-
289,1144511,MJ Guptill,KS Williamson,C Munro,LRPL Taylor,TWM Latham,JDS Neesham,C de Grandhomme,MJ Santner,MJ Henry,TA Boult,LH Ferguson,CH Gayle,SD Hope,N Pooran,SO Hetmyer,JO Holder,CR Brathwaite,AR Nurse,E Lewis,KAJ Roach,SS Cottrell,O Thomas,,-,-
290,1144512,Imam-ul-Haq,Fakhar Zaman,Babar Azam,Mohammad Hafeez,Haris Sohail,Imad Wasim,Wahab Riaz,Sarfraz Ahmed,Shadab Khan,Mohammad Amir,Shaheen Shah Afridi,HM Amla,Q de Kock,F du Plessis,AK Markram,HE van der Dussen,DA Miller,AL Phehlukwayo,CH Morris,K Rabada,L Ngidi,Imran Tahir,,-,-
291,1144513,Liton Das,Tamim Iqbal,Shakib Al Hasan,Mushfiqur Rahim,Soumya Sarkar,Mahmudullah,Mosaddek Hossain,Mohammad Saifuddin,Mashrafe Mortaza,Mustafizur Rahman,Mehedi Hasan Miraz,Gulbadin Naib,Rahmat Shah,Hashmatullah Shahidi,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Ikram Alikhil,Najibullah Zadran,Rashid Khan,Dawlat Zadran,Mujeeb Ur Rahman,,-,-
292,1144514,AJ Finch,DA Warner,UT Khawaja,SPD Smith,GJ Maxwell,MP Stoinis,AT Carey,PJ Cummins,MA Starc,JP Behrendorff,NM Lyon,JM Vince,JE Root,JM Bairstow,EJG Morgan,BA Stokes,JC Buttler,CR Woakes,MM Ali,AU Rashid,JC Archer,MA Wood,,-,-
293,1144516,KL Rahul,RG Sharma,V Kohli,V Shankar,KM Jadhav,MS Dhoni,HH Pandya,Mohammed Shami,Kuldeep Yadav,JJ Bumrah,YS Chahal,CH Gayle,SW Ambris,SD Hope,N Pooran,SO Hetmyer,JO Holder,CR Brathwaite,FA Allen,KAJ Roach,SS Cottrell,O Thomas,,-,-
294,1144517,FDM Karunaratne,WIA Fernando,MDKJ Perera,BKG Mendis,AD Mathews,DM de Silva,BMAJ Mendis,NLTC Perera,I Udana,RAS Lakmal,SL Malinga,Q de Kock,HM Amla,F du Plessis,K Rabada,CH Morris,D Pretorius,AL Phehlukwayo,Imran Tahir,JP Duminy,-,-,,-,-
295,1144518,Rahmat Shah,Gulbadin Naib,Hashmatullah Shahidi,Ikram Alikhil,Asghar Stanikzai,Mohammad Nabi,Najibullah Zadran,Samiullah Shenwari,Rashid Khan,Hamid Hassan,Mujeeb Ur Rahman,Fakhar Zaman,Babar Azam,Imam-ul-Haq,Haris Sohail,Mohammad Hafeez,Sarfraz Ahmed,Imad Wasim,Shadab Khan,Wahab Riaz,Mohammad Amir,Shaheen Shah Afridi,,-,-
296,1144519,DA Warner,AJ Finch,UT Khawaja,SPD Smith,MP Stoinis,GJ Maxwell,AT Carey,PJ Cummins,MA Starc,JP Behrendorff,NM Lyon,MJ Guptill,HM Nicholls,KS Williamson,LRPL Taylor,TWM Latham,C de Grandhomme,JDS Neesham,MJ Santner,IS Sodhi,LH Ferguson,TA Boult,,-,-
297,1144520,JJ Roy,JM Bairstow,JE Root,EJG Morgan,BA Stokes,JC Buttler,CR Woakes,LE Plunkett,JC Archer,MA Wood,AU Rashid,KL Rahul,RG Sharma,V Kohli,RR Pant,HH Pandya,MS Dhoni,KM Jadhav,Mohammed Shami,JJ Bumrah,YS Chahal,Kuldeep Yadav,,-,-
298,1144521,FDM Karunaratne,MDKJ Perera,WIA Fernando,BKG Mendis,AD Mathews,HDRL Thirimanne,I Udana,DM de Silva,SL Malinga,CAK Rajitha,JDF Vandersay,CH Gayle,SW Ambris,SD Hope,SO Hetmyer,N Pooran,JO Holder,CR Brathwaite,FA Allen,SS Cottrell,O Thomas,ST Gabriel,,7,1
299,1144523,JJ Roy,JM Bairstow,JE Root,JC Buttler,EJG Morgan,BA Stokes,CR Woakes,LE Plunkett,AU Rashid,JC Archer,MA Wood,MJ Guptill,HM Nicholls,KS Williamson,LRPL Taylor,TWM Latham,JDS Neesham,C de Grandhomme,MJ Santner,TG Southee,MJ Henry,TA Boult,,-,-
300,1144524,CH Gayle,E Lewis,SD Hope,SO Hetmyer,N Pooran,JO Holder,CR Brathwaite,FA Allen,SS Cottrell,KAJ Roach,O Thomas,Gulbadin Naib,Rahmat Shah,Ikram Alikhil,Najibullah Zadran,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Rashid Khan,Dawlat Zadran,Sayed Shirzad,Mujeeb Ur Rahman,,27,6
301,1144525,Fakhar Zaman,Imam-ul-Haq,Babar Azam,Mohammad Hafeez,Haris Sohail,Imad Wasim,Sarfraz Ahmed,Wahab Riaz,Shadab Khan,Mohammad Amir,Shaheen Shah Afridi,Tamim Iqbal,Soumya Sarkar,Shakib Al Hasan,Mushfiqur Rahim,Liton Das,Mahmudullah,Mosaddek Hossain,Mohammad Saifuddin,Mehedi Hasan Miraz,Mashrafe Mortaza,Mustafizur Rahman,,-,-
302,1144527,AK Markram,Q de Kock,F du Plessis,HE van der Dussen,JP Duminy,D Pretorius,AL Phehlukwayo,Imran Tahir,K Rabada,CH Morris,T Shamsi,DA Warner,AJ Finch,UT Khawaja,SPD Smith,MP Stoinis,GJ Maxwell,AT Carey,PJ Cummins,MA Starc,JP Behrendorff,NM Lyon,,-,-
303,1144529,DA Warner,AJ Finch,SPD Smith,PSP Handscomb,AT Carey,MP Stoinis,GJ Maxwell,PJ Cummins,MA Starc,NM Lyon,JP Behrendorff,JJ Roy,JM Bairstow,JE Root,EJG Morgan,CR Woakes,JC Archer,BA Stokes,MA Wood,LE Plunkett,AU Rashid,-,,-,-
304,1152518,JC Buttler,SR Watson,CJ Ferguson,JE Root,JJS Sangha,DR Sams,CJ Green,JD Cook,N McAndrew,SL Rainbird,Fawad Ahmed,J Edwards,JL Denly,MC Henriques,DP Hughes,JC Silk,JR Philippe,TK Curran,SA Abbott,SNJ O'Keefe,L Pope,BJ Dwarshuis,,-,-
305,1152531,M Klinger,CT Bancroft,MR Marsh,AJ Turner,HWR Cartwright,AC Agar,NM Coulter-Nile,WG Bosisto,JP Behrendorff,JA Richardson,AJ Tye,M Bryant,BB McCullum,CA Lynn,MT Renshaw,JA Burns,JJ Peirson,BCJ Cutting,JL Pattinson,Mujeeb Ur Rahman,B Doggett,JK Lalor,,-,-
306,1152537,MW Short,J Weatherald,TM Head,CA Ingram,Rashid Khan,JW Wells,HJ Nielsen,MG Neser,WA Agar,B Laughlin,LN O'Connor,EP Gulbis,BR Dunk,NCR Larkin,NJ Maddinson,SE Gotch,DJ Bravo,J Merlo,LE Plunkett,JM Bird,SM Boland,L Bowe,,-,-
307,1152539,M Bryant,BB McCullum,CA Lynn,BCJ Cutting,MT Renshaw,AI Ross,Mujeeb Ur Rahman,JK Lalor,B Doggett,MJ Swepson,-,MW Harvey,MS Harris,SB Harper,TLW Cooper,BJ Webster,Mohammad Nabi,DT Christian,JD Wildermuth,CJ Boyce,JM Mennie,HF Gurney,,-,-
308,1152540,DP Hughes,J Edwards,JM Vince,MC Henriques,JC Silk,JR Philippe,TK Curran,SNJ O'Keefe,BJ Dwarshuis,SA Abbott,BAD Manenti,CT Bancroft,M Klinger,SM Whiteman,AJ Turner,HWR Cartwright,NM Coulter-Nile,DJ Willey,M Kelly,AJ Tye,C Green,Usman Qadir,,-,-
309,1152546,JR Philippe,DP Hughes,JM Vince,MC Henriques,JC Silk,J Edwards,TK Curran,SA Abbott,BJ Dwarshuis,SNJ O'Keefe,L Pope,M Bryant,CA Lynn,BB McCullum,JJ Peirson,BCJ Cutting,AI Ross,JA Prestwidge,JK Lalor,B Doggett,MJ Swepson,Mujeeb Ur Rahman,,-,-
310,1152550,MS Wade,DJM Short,CP Jewell,BR McDermott,GJ Bailey,S Milenko,JP Faulkner,RP Meredith,CA Rose,JC Archer,J Botha,DP Hughes,JM Vince,JR Philippe,BAD Manenti,BJ Dwarshuis,SA Abbott,TK Curran,L Pope,SNJ O'Keefe,-,-,,-,-
311,1152556,MW Harvey,AJ Finch,SB Harper,TLW Cooper,Mohammad Nabi,DT Christian,BJ Webster,CJ Boyce,KW Richardson,CP Tremain,HF Gurney,SR Watson,CJ Ferguson,JJS Sangha,AP Devcich,CJ Green,BJ Holt,DR Sams,CJ Jordan,GS Sandhu,JD Cook,Fawad Ahmed,,-,-
312,1152558,JP Inglis,SE Marsh,CT Bancroft,AJ Turner,MR Marsh,NR Hobson,CD Hinchliffe,AJ Tye,M Kelly,JP Behrendorff,Usman Qadir,M Bryant,BCJ Cutting,CA Lynn,BB McCullum,MT Renshaw,AI Ross,Mujeeb Ur Rahman,MP Kuhnemann,JK Lalor,JA Prestwidge,-,,-,-
313,1152560,AT Carey,J Weatherald,JS Lehmann,CA Ingram,JW Wells,HJ Nielsen,MG Neser,Rashid Khan,C Valente,PM Siddle,B Laughlin,M Bryant,BCJ Cutting,CA Lynn,BB McCullum,MT Renshaw,AI Ross,JK Lalor,MP Kuhnemann,MJ Swepson,JA Prestwidge,-,,-,-
314,1152562,MS Wade,DJM Short,CP Jewell,BR McDermott,GJ Bailey,S Milenko,JC Archer,CA Rose,RP Meredith,DJM Moody,Qais Ahmad,MS Harris,AJ Finch,SB Harper,TLW Cooper,Mohammad Nabi,DT Christian,MW Harvey,CJ Boyce,KW Richardson,CP Tremain,HF Gurney,,-,-
315,1152563,MP Stoinis,BR Dunk,PSP Handscomb,GJ Maxwell,NJ Maddinson,SE Gotch,DJ Bravo,JM Bird,A Zampa,DJ Worrall,S Lamichhane,M Bryant,BCJ Cutting,MT Renshaw,JK Lalor,MP Kuhnemann,JA Prestwidge,MJ Swepson,-,-,-,-,,23,1
316,1152566,MP Stoinis,BR Dunk,PSP Handscomb,GJ Maxwell,NJ Maddinson,SE Gotch,DJ Bravo,DJ Worrall,JM Bird,A Zampa,S Lamichhane,DP Hughes,JR Philippe,JM Vince,MC Henriques,TK Curran,JC Silk,SA Abbott,SNJ O'Keefe,BJ Dwarshuis,NM Lyon,L Pope,,-,-
317,1152567,MS Wade,DJM Short,CP Jewell,BR McDermott,GJ Bailey,S Milenko,JP Faulkner,JC Archer,CA Rose,RP Meredith,Qais Ahmad,BR Dunk,MP Stoinis,PSP Handscomb,NJ Maddinson,GJ Maxwell,SE Gotch,DJ Worrall,S Lamichhane,A Zampa,DJ Bravo,-,,-,-
318,1161014,WTS Porterfield,PR Stirling,A Balbirnie,L Tucker,KJ O'Brien,GC Wilson,GH Dockrell,MR Adair,TJ Murtagh,WB Rankin,J Little,JM Vince,DJ Malan,JE Root,EJG Morgan,JL Denly,BT Foakes,DJ Willey,TK Curran,JC Archer,LE Plunkett,AU Rashid,,-,-
319,1168016,AE Jones,TT Beaumont,SJ Taylor,HC Knight,NR Sciver,DN Wyatt,KH Brunt,LA Marsh,A Shrubsole,KL Cross,S Ecclestone,HK Matthews,Kycia A Knight,SA Campbelle,SR Taylor,CN Nation,Kyshona A Knight,SACA King,CA Henry,ASS Fletcher,SC Selman,SS Connell,,-,-
320,1168017,TT Beaumont,AE Jones,SJ Taylor,NR Sciver,HC Knight,DN Wyatt,KH Brunt,A Shrubsole,S Ecclestone,KL Cross,LA Marsh,HK Matthews,B Cooper,Kycia A Knight,SR Taylor,CN Nation,SA Campbelle,Kyshona A Knight,SS Connell,CA Henry,SACA King,ASS Fletcher,,-,-
321,1168018,AE Jones,TT Beaumont,SJ Taylor,DN Wyatt,HC Knight,FC Wilson,A Shrubsole,KL Cross,S Ecclestone,BF Smith,JL Gunn,HK Matthews,B Cooper,Kycia A Knight,NY McLean,CN Nation,SACA King,SA Campbelle,ASS Fletcher,K Ramharack,SS Connell,SR Taylor,,-,-
322,1168022,TT Beaumont,AE Jones,SJ Taylor,NR Sciver,HC Knight,FC Wilson,KH Brunt,A Shrubsole,LA Marsh,S Ecclestone,KL Cross,NE Bolton,AJ Healy,MM Lanning,EA Perry,RL Haynes,BL Mooney,A Gardner,JL Jonassen,DM Kimmince,G Wareham,ML Schutt,,-,-
323,1168023,AE Jones,HC Knight,TT Beaumont,NR Sciver,FC Wilson,DN Wyatt,KH Brunt,A Shrubsole,S Ecclestone,LA Marsh,KL Cross,AJ Healy,NE Bolton,MM Lanning,EA Perry,RL Haynes,BL Mooney,A Gardner,JL Jonassen,ML Schutt,G Wareham,DM Kimmince,,-,-
324,1168517,H Masakadza,TS Kamunhukamwe,CR Ervine,BRM Taylor,SC Williams,Sikandar Raza,PJ Moor,RP Burl,DT Tiripano,KM Jarvis,TL Chatara,PR Stirling,JA McCollum,A Balbirnie,WTS Porterfield,KJ O'Brien,L Tucker,SC Getkate,MR Adair,TJ Murtagh,WB Rankin,AR McBrine,,-,-
325,1168518,PR Stirling,JA McCollum,A Balbirnie,WTS Porterfield,KJ O'Brien,L Tucker,SC Getkate,MR Adair,AR McBrine,TJ Murtagh,WB Rankin,H Masakadza,CR Ervine,SF Mire,BRM Taylor,SC Williams,Sikandar Raza,RP Burl,R Mutumbami,DT Tiripano,KM Jarvis,TL Chatara,,-,-
326,1168519,H Masakadza,RP Burl,CR Ervine,BRM Taylor,SC Williams,Sikandar Raza,SF Mire,R Mutumbami,KM Jarvis,CB Mpofu,TL Chatara,PR Stirling,JA McCollum,A Balbirnie,WTS Porterfield,KJ O'Brien,L Tucker,TJ Murtagh,MR Adair,WB Rankin,SC Getkate,-,,14,3
327,1175359,KL Rahul,MA Agarwal,CH Gayle,SN Khan,N Pooran,Mandeep Singh,SM Curran,Mujeeb Ur Rahman,Mohammed Shami,R Ashwin,AS Rajpoot,AM Rahane,JC Buttler,SV Samson,SPD Smith,RA Tripathi,BA Stokes,K Gowtham,JC Archer,JD Unadkat,S Gopal,DS Kulkarni,,-,-
328,1175362,Q de Kock,RG Sharma,SA Yadav,Yuvraj Singh,KA Pollard,KH Pandya,HH Pandya,MJ McClenaghan,M Markande,JJ Bumrah,SL Malinga,PA Patel,MM Ali,V Kohli,AB de Villiers,SO Hetmyer,C de Grandhomme,S Dube,UT Yadav,NA Saini,Mohammed Siraj,YS Chahal,,-,-
329,1175363,AM Rahane,JC Buttler,SV Samson,BA Stokes,DS Kulkarni,K Gowtham,JC Archer,S Gopal,JD Unadkat,-,-,DA Warner,JM Bairstow,KS Williamson,V Shankar,MK Pandey,Rashid Khan,YK Pathan,B Kumar,Sandeep Sharma,S Kaul,S Nadeem,,-,-
330,1175367,AT Rayudu,SR Watson,SK Raina,KM Jadhav,MS Dhoni,DJ Bravo,RA Jadeja,DL Chahar,SN Thakur,MJ Santner,Imran Tahir,AM Rahane,SV Samson,JC Buttler,RA Tripathi,SPD Smith,BA Stokes,K Gowtham,JC Archer,S Gopal,JD Unadkat,DS Kulkarni,,-,-
331,1175370,Q de Kock,RG Sharma,SA Yadav,Yuvraj Singh,KH Pandya,HH Pandya,KA Pollard,JP Behrendorff,SL Malinga,JJ Bumrah,RD Chahar,SR Watson,AT Rayudu,SK Raina,KM Jadhav,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,MM Sharma,Imran Tahir,,-,-
332,1175372,PA Patel,V Kohli,AB de Villiers,MP Stoinis,MM Ali,TG Southee,NA Saini,YS Chahal,Mohammed Siraj,P Negi,-,CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,AD Russell,Shubman Gill,M Prasidh Krishna,PP Chawla,LH Ferguson,Kuldeep Yadav,,-,-
333,1178394,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya,KA Pollard,HH Pandya,RD Chahar,AS Joseph,JP Behrendorff,JJ Bumrah,DA Warner,JM Bairstow,V Shankar,MK Pandey,DJ Hooda,YK Pathan,Mohammad Nabi,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul,,-,-
334,1178402,RG Sharma,Q de Kock,SA Yadav,KA Pollard,HH Pandya,Ishan Kishan,KH Pandya,JP Behrendorff,AS Joseph,RD Chahar,JJ Bumrah,AM Rahane,JC Buttler,SV Samson,SPD Smith,RA Tripathi,LS Livingstone,K Gowtham,S Gopal,DS Kulkarni,JC Archer,JD Unadkat,,-,-
335,1178404,CA Lynn,SP Narine,N Rana,RV Uthappa,KD Karthik,AD Russell,Shubman Gill,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,HF Gurney,SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,RA Jadeja,DL Chahar,SN Thakur,MJ Santner,Imran Tahir,,-,-
336,1178405,PP Shaw,S Dhawan,C Munro,SS Iyer,RR Pant,CH Morris,AR Patel,KMA Paul,K Rabada,I Sharma,A Mishra,DA Warner,JM Bairstow,KS Williamson,RK Bhui,V Shankar,Abhishek Sharma,DJ Hooda,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed,,-,-
337,1178409,RG Sharma,Q de Kock,BCJ Cutting,SA Yadav,KH Pandya,HH Pandya,KA Pollard,RD Chahar,SL Malinga,J Yadav,JJ Bumrah,PP Shaw,S Dhawan,C Munro,SS Iyer,RR Pant,AR Patel,CH Morris,A Mishra,K Rabada,KMA Paul,I Sharma,,-,-
338,1178415,AM Rahane,SPD Smith,BA Stokes,AJ Turner,STR Binny,R Parag,SV Samson,DS Kulkarni,JD Unadkat,S Gopal,JC Archer,PP Shaw,S Dhawan,SS Iyer,RR Pant,SE Rutherford,CA Ingram,I Sharma,K Rabada,AR Patel,A Mishra,CH Morris,,-,-
339,1178420,DA Warner,KS Williamson,MK Pandey,V Shankar,Shakib Al Hasan,DJ Hooda,WP Saha,Rashid Khan,B Kumar,S Kaul,KK Ahmed,AM Rahane,LS Livingstone,SV Samson,SPD Smith,AJ Turner,VR Aaron,O Thomas,S Gopal,JD Unadkat,R Parag,STR Binny,,-,-
340,1178423,DA Warner,WP Saha,MK Pandey,Mohammad Nabi,KS Williamson,Rashid Khan,V Shankar,Abhishek Sharma,KK Ahmed,B Kumar,Sandeep Sharma,KL Rahul,CH Gayle,MA Agarwal,N Pooran,DA Miller,R Ashwin,P Simran Singh,Mujeeb Ur Rahman,Mohammed Shami,M Ashwin,Arshdeep Singh,,-,-
341,1178425,F du Plessis,SR Watson,SK Raina,MS Dhoni,RA Jadeja,AT Rayudu,DL Chahar,Harbhajan Singh,Imran Tahir,DJ Bravo,-,PP Shaw,SS Iyer,S Dhawan,RR Pant,CA Ingram,AR Patel,SE Rutherford,CH Morris,J Suchith,A Mishra,TA Boult,,-,-
342,1178428,AM Rahane,LS Livingstone,SV Samson,MK Lomror,S Gopal,R Parag,STR Binny,K Gowtham,IS Sodhi,VR Aaron,O Thomas,PP Shaw,S Dhawan,RR Pant,SS Iyer,CA Ingram,SE Rutherford,AR Patel,TA Boult,I Sharma,A Mishra,KMA Paul,,-,-
343,1178429,WP Saha,MJ Guptill,MK Pandey,KS Williamson,V Shankar,YK Pathan,Mohammad Nabi,Rashid Khan,B Kumar,KK Ahmed,Basil Thampi,PA Patel,V Kohli,AB de Villiers,SO Hetmyer,Gurkeerat Singh,C de Grandhomme,Washington Sundar,UT Yadav,NA Saini,YS Chahal,K Khejroliya,,-,-
344,1181764,F du Plessis,SR Watson,SK Raina,M Vijay,AT Rayudu,MS Dhoni,DL Chahar,Harbhajan Singh,RA Jadeja,DJ Bravo,Imran Tahir,RG Sharma,SA Yadav,Q de Kock,Ishan Kishan,KH Pandya,HH Pandya,SL Malinga,RD Chahar,J Yadav,JJ Bumrah,-,,-,-
345,1181766,WP Saha,MJ Guptill,MK Pandey,KS Williamson,V Shankar,Mohammad Nabi,DJ Hooda,Rashid Khan,Basil Thampi,B Kumar,KK Ahmed,PP Shaw,S Dhawan,SS Iyer,RR Pant,C Munro,AR Patel,SE Rutherford,KMA Paul,A Mishra,TA Boult,I Sharma,,-,-
346,1185156,HK Matthews,B Cooper,CN Nation,SS Connell,SACA King,ASS Fletcher,K Ramharack,SR Taylor,-,-,-,MV Waldron,GH Lewis,KJ Garth,R Stokell,C Raack,L Little,S MacMahon,L Maritz,AL Kerrison,-,-,,9,2
347,225245,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,SI Mahmood,SCJ Broad,D Gough,Shoaib Malik,Mohammad Hafeez,Younis Khan,Shoaib Akhtar,Mohammad Asif,Naved-ul-Hasan,Abdul Razzaq,Shahid Afridi,-,-,-,,-,-
348,225246,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,D Gough,J Lewis,SCJ Broad,Shoaib Malik,Mohammad Hafeez,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Shoaib Akhtar,Mohammad Asif,Naved-ul-Hasan,Abdul Razzaq,Shahid Afridi,-,,-,-
349,225247,ME Trescothick,IR Bell,AJ Strauss,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,J Lewis,SCJ Broad,SI Mahmood,Shoaib Malik,Mohammad Hafeez,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Shahid Afridi,Abdul Razzaq,Kamran Akmal,Naved-ul-Hasan,Shoaib Akhtar,Mohammad Asif,,-,-
350,225248,Mohammad Hafeez,Shahid Afridi,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Shoaib Malik,Abdul Razzaq,Kamran Akmal,Shoaib Akhtar,Naved-ul-Hasan,Mohammad Asif,AJ Strauss,EC Joyce,IR Bell,KP Pietersen,SCJ Broad,J Lewis,SI Mahmood,JWM Dalrymple,PD Collingwood,MH Yardy,-,,18,4.2
351,225249,Mohammad Hafeez,Imran Farhat,Shahid Afridi,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Abdul Razzaq,Kamran Akmal,Naved-ul-Hasan,Iftikhar Anjum,Mohammad Asif,AJ Strauss,EC Joyce,IR Bell,PD Collingwood,KP Pietersen,JWM Dalrymple,CMW Read,MH Yardy,SI Mahmood,SCJ Broad,J Lewis,,-,-
352,225252,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,GO Jones,LE Plunkett,AGR Loudon,SJ Harmison,SI Mahmood,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,WPUJC Vaas,SL Malinga,CRD Fernando,MF Maharoof,HMCM Bandara,-,-,,-,-
353,225254,ME Trescothick,AN Cook,IR Bell,AJ Strauss,VS Solanki,JWM Dalrymple,GO Jones,TT Bresnan,LE Plunkett,Kabir Ali,SJ Harmison,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,WPUJC Vaas,SL Malinga,CRD Fernando,MF Maharoof,TM Dilshan,HMCM Bandara,-,,-,-
