,Matchid,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22,,Runs_1,Over_1
1416,656465,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,A Balbirnie,KJ O'Brien,GC Wilson,SR Thompson,JF Mooney,GH Dockrell,AR Cusack,RG Sharma,S Dhawan,V Kohli,AM Rahane,UT Yadav,Mohammed Shami,MM Sharma,RA Jadeja,R Ashwin,SK Raina,-,,-,-
1417,656467,HDRL Thirimanne,TM Dilshan,KC Sangakkara,DPMD Jayawardene,MDKJ Perera,AD Mathews,NLTC Perera,S Prasanna,KMDN Kulasekara,SL Malinga,PVD Chameera,KJ Coetzer,MW Machan,CS MacLeod,PL Mommsen,FRJ Coleman,RD Berrington,MA Leask,MH Cross,RML Taylor,AC Evans,JH Davey,,-,-
1418,656473,Javed Ahmadi,Nawroz Mangal,Afsar Zazai,Nasir Jamal,Samiullah Shenwari,Shafiqullah,Mohammad Nabi,Najibullah Zadran,Hamid Hassan,Shapoor Zadran,Dawlat Zadran,AD Hales,IR Bell,JWA Taylor,JM Anderson,SCJ Broad,CJ Jordan,RS Bopara,JC Tredwell,-,-,-,,-,-
1419,656475,CJ Chibhabha,H Masakadza,SF Mire,BRM Taylor,SC Williams,CR Ervine,Sikandar Raza,RW Chakabva,T Panyangara,T Mupariwa,TL Chatara,RG Sharma,S Dhawan,AM Rahane,V Kohli,SK Raina,MS Dhoni,Mohammed Shami,UT Yadav,MM Sharma,R Ashwin,RA Jadeja,,-,-
1420,656477,KJ Coetzer,CS MacLeod,MW Machan,PL Mommsen,FRJ Coleman,RD Berrington,MH Cross,RML Taylor,JH Davey,MA Leask,I Wardlaw,MJ Clarke,AJ Finch,SR Watson,DA Warner,JP Faulkner,MA Starc,PJ Cummins,MG Johnson,GJ Maxwell,-,-,,-,-
1421,656479,Amjad Ali,AR Berenger,Krishna Chandran,Khurram Khan,Shaiman Anwar,SP Patil,Amjad Javed,Nasir Aziz,Mohammad Naveed,Mohammad Tauqir,AM Guruge,DR Smith,J Charles,MN Samuels,JL Carter,AD Russell,D Ramdin,JE Taylor,JO Holder,KAJ Roach,DJG Sammy,-,,-,-
1422,656481,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,A Balbirnie,GC Wilson,KJ O'Brien,SR Thompson,JF Mooney,GH Dockrell,AR Cusack,Ahmed Shehzad,Sarfraz Ahmed,Haris Sohail,Misbah-ul-Haq,Umar Akmal,Sohail Khan,Ehsan Adil,Rahat Ali,Wahab Riaz,Shahid Afridi,-,,-,-
1423,656483,MDKJ Perera,KC Sangakkara,TM Dilshan,HDRL Thirimanne,DPMD Jayawardene,AD Mathews,NLTC Perera,KMDN Kulasekara,PHT Kaushal,PVD Chameera,SL Malinga,HM Amla,Q de Kock,F du Plessis,DW Steyn,KJ Abbott,M Morkel,JP Duminy,Imran Tahir,-,-,-,,-,-
1424,656485,RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,UT Yadav,Mohammed Shami,MM Sharma,Tamim Iqbal,Imrul Kayes,Soumya Sarkar,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Nasir Hossain,Mashrafe Mortaza,Rubel Hossain,Taskin Ahmed,,-,-
1425,656487,Ahmed Shehzad,Sarfraz Ahmed,Haris Sohail,Misbah-ul-Haq,Umar Akmal,Sohaib Maqsood,Shahid Afridi,Wahab Riaz,Ehsan Adil,Sohail Khan,Rahat Ali,DA Warner,AJ Finch,SPD Smith,MJ Clarke,SR Watson,GJ Maxwell,MA Starc,JR Hazlewood,MG Johnson,JP Faulkner,-,,-,-
1426,656489,MJ Guptill,BB McCullum,KS Williamson,LRPL Taylor,CJ Anderson,GD Elliott,L Ronchi,DL Vettori,TG Southee,TA Boult,AF Milne,CH Gayle,J Charles,LMP Simmons,MN Samuels,D Ramdin,JL Carter,DJG Sammy,AD Russell,JO Holder,JE Taylor,SJ Benn,,-,-
1427,656491,HM Amla,Q de Kock,F du Plessis,RR Rossouw,AB de Villiers,DA Miller,JP Duminy,DW Steyn,VD Philander,M Morkel,Imran Tahir,MJ Guptill,BB McCullum,KS Williamson,LRPL Taylor,GD Elliott,CJ Anderson,L Ronchi,DL Vettori,TG Southee,TA Boult,MJ Henry,,-,-
1428,656493,AJ Finch,DA Warner,SPD Smith,GJ Maxwell,MJ Clarke,SR Watson,JP Faulkner,BJ Haddin,MG Johnson,MA Starc,JR Hazlewood,RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,MM Sharma,UT Yadav,Mohammed Shami,,-,-
1429,656495,MJ Guptill,BB McCullum,KS Williamson,LRPL Taylor,GD Elliott,CJ Anderson,L Ronchi,DL Vettori,MJ Henry,TG Southee,TA Boult,DA Warner,AJ Finch,SPD Smith,MJ Clarke,SR Watson,MA Starc,JR Hazlewood,MG Johnson,GJ Maxwell,JP Faulkner,-,,-,-
1430,657637,Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Shahid Afridi,Umar Akmal,Bilawal Bhatti,Sohail Tanvir,Junaid Khan,Saeed Ajmal,-,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,AD Mathews,NLTC Perera,SMSM Senanayake,S Prasanna,RAS Lakmal,SL Malinga,,-,-
1431,657639,Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Misbah-ul-Haq,Shahid Afridi,Sohail Tanvir,Saeed Ajmal,Bilawal Bhatti,Junaid Khan,-,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,NLTC Perera,AD Mathews,KMDN Kulasekara,S Prasanna,FDM Karunaratne,SMSM Senanayake,SL Malinga,,-,-
1432,657641,Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Misbah-ul-Haq,Shahid Afridi,Umar Akmal,Junaid Khan,Umar Gul,Bilawal Bhatti,Saeed Ajmal,MDKJ Perera,TM Dilshan,FDM Karunaratne,KC Sangakkara,LD Chandimal,AD Mathews,KMDN Kulasekara,S Prasanna,NLTC Perera,SMSM Senanayake,SL Malinga,,-,-
1433,657643,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,SMA Priyanjan,AD Mathews,KMDN Kulasekara,KDK Vithanage,SMSM Senanayake,RAS Lakmal,SL Malinga,Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Junaid Khan,Umar Gul,Shahid Afridi,Bilawal Bhatti,Saeed Ajmal,-,-,,-,-
1434,657645,Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Misbah-ul-Haq,Umar Akmal,Anwar Ali,Abdur Rehman,Umar Gul,Saeed Ajmal,Junaid Khan,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,SMA Priyanjan,AD Mathews,KDK Vithanage,SMSM Senanayake,SL Malinga,BAW Mendis,RAS Lakmal,,-,-
1435,659549,Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Misbah-ul-Haq,Umar Amin,Shahid Afridi,Haris Sohail,Sarfraz Ahmed,Saeed Ajmal,Mohammad Irfan,Junaid Khan,H Masakadza,V Sibanda,BRM Taylor,T Maruma,SC Williams,T Panyangara,BV Vitori,TL Chatara,P Utseya,E Chigumbura,MN Waller,,-,-
1436,659551,Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Misbah-ul-Haq,Umar Amin,Shahid Afridi,Mohammad Irfan,Abdur Rehman,Junaid Khan,Saeed Ajmal,-,H Masakadza,V Sibanda,BRM Taylor,T Maruma,SC Williams,MN Waller,P Utseya,E Chigumbura,T Panyangara,TL Chatara,BV Vitori,,-,-
1437,659553,Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Misbah-ul-Haq,Umar Amin,Shahid Afridi,Sarfraz Ahmed,Abdur Rehman,Mohammad Irfan,Junaid Khan,Saeed Ajmal,H Masakadza,V Sibanda,BRM Taylor,Sikandar Raza,SC Williams,MN Waller,E Chigumbura,P Utseya,SW Masakadza,T Panyangara,TL Chatara,,-,-
1438,660099,DC Stovell,T Manders,DL Hemp,LOB Cann,JJ Tucker,AC Douglas,MO Jones,KL Tucker,KS Leverock,DL Brangman,RJ Robinson,RD Berrington,MW Machan,KJ Coetzer,RML Taylor,SM Sharif,G Goudie,D Murphy,RM Haq,NM Carter,I Wardlaw,CS MacLeod,,24,4
1439,660149,SO Tikolo,AA Obanda,NN Odhiambo,CO Obuya,MA Ouma,TM Odoyo,RR Patel,RG Aga,SO Ngoche,E Otieno,HA Varaiya,RD Berrington,CS MacLeod,MW Machan,KJ Coetzer,D Murphy,RML Taylor,G Goudie,SM Sharif,NM Carter,I Wardlaw,RM Haq,,2,1.2
1440,660173,RD Berrington,CS MacLeod,MW Machan,MA Leask,KJ Coetzer,RML Taylor,NM Carter,SM Sharif,G Goudie,RM Haq,-,SJ Myburgh,MR Swart,W Barresi,ES Szwarczynski,BN Cooper,PW Borren,Mudassar Bukhari,MJG Rippon,PA van Meekeren,Ahsan Malik,-,,-,-
1441,660185,SJ Myburgh,W Barresi,MR Swart,PW Borren,BN Cooper,Mudassar Bukhari,ES Szwarczynski,MJG Rippon,TGJ Gruijters,PA van Meekeren,Ahsan Malik,SO Tikolo,NN Odhiambo,CO Obuya,AA Obanda,MA Ouma,TM Odoyo,RG Aga,RR Patel,SO Ngoche,HA Varaiya,E Otieno,,-,-
1442,660191,GK Berg,AM Northcote,PA Petricola,DG Crowley,CS Sandri,BBJL Perera,A Bonora,DA Marage,GRD Munasinghe,V Pennazza,MGSM Fernando,R Gunasekera,H Patel,Rizwan Cheema,A Bagai,AS Hansra,Raza-ur-Rehman,D Daesrath,JOA Gordon,Junaid Siddiqui,HS Baidwan,AS Dean,,20,3
1443,660209,NN Odhiambo,SO Tikolo,CO Obuya,DI Allan,RR Patel,RG Aga,MA Ouma,IA Karim,SO Ngoche,NM Odhiambo,-,R Gunasekera,Rizwan Cheema,Usman Limbada,A Bagai,AS Hansra,Raza-ur-Rehman,Hamza Tariq,Junaid Siddiqui,HS Baidwan,AS Dean,JOA Gordon,,13,2
1444,660211,Irfan Ahmed,Waqas Barkat,JJ Atkinson,Nizakat Khan,MS Chapman,Munir Dar,Babar Hayat,Tanwir Afzal,Aizaz Khan,Haseeb Amjad,Nadeem Ahmed,SP Khakurel,Sagar Pun,G Malla,P Khadka,B Bhandari,S Vesawkar,PS Airee,A Karn,JK Mukhiya,SP Gauchan,B Regmi,,15,4
1445,660827,H Patel,NR Kumar,A Bagai,R Gunasekera,Raza-ur-Rehman,AS Hansra,D Daesrath,Junaid Siddiqui,K Kamyuka,HS Baidwan,JOA Gordon,SJ Myburgh,MR Swart,W Barresi,T van der Gugten,Mudassar Bukhari,Ahsan Malik,PM Seelaar,-,-,-,-,,-,-
1446,660837,HJW Gardiner,FRJ Coleman,MW Machan,PL Mommsen,CS MacLeod,RML Taylor,RD Berrington,D Murphy,RM Haq,SM Sharif,I Wardlaw,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,DT Johnston,EJ Richardson,MC Sorensen,TJ Murtagh,GH Dockrell,,-,-
1447,661685,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,CJ Anderson,L Ronchi,JDS Neesham,NL McCullum,KD Mills,MJ McClenaghan,J Charles,KOA Powell,DM Bravo,LMP Simmons,DJ Bravo,N Deonarine,D Ramdin,DJG Sammy,JO Holder,SP Narine,R Rampaul,,-,-
1448,661689,MJ Guptill,JD Ryder,BB McCullum,LRPL Taylor,CJ Anderson,L Ronchi,KD Mills,MJ McClenaghan,NL McCullum,JDS Neesham,AF Milne,J Charles,LMP Simmons,CAK Walton,KOA Powell,DJ Bravo,N Deonarine,D Ramdin,SP Narine,JO Holder,R Rampaul,NO Miller,,12,2
1449,661691,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,CJ Anderson,L Ronchi,NL McCullum,TG Southee,MJ McClenaghan,KD Mills,CAK Walton,KA Edwards,J Charles,LMP Simmons,DJ Bravo,N Deonarine,D Ramdin,JO Holder,TL Best,NO Miller,SP Narine,,-,-
1450,661693,KOA Powell,J Charles,KA Edwards,LMP Simmons,DJ Bravo,AD Russell,JO Holder,NO Miller,SP Narine,-,-,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,CJ Anderson,L Ronchi,NL McCullum,KD Mills,TG Southee,MJ McClenaghan,,-,-
1451,664299,Ayasha Rahman,Fargana Hoque,Rumana Ahmed,Lata Mondal,Salma Khatun,Nuzhat Tasnia,Shaila Sharmin,Ritu Moni,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,L Lee,T Chetty,M du Preez,M Kapp,A le Breton,D van Niekerk,S Ismail,MM Letsoalo,S Loubser,S Luus,-,,-,-
1452,664303,Fargana Hoque,Ayasha Rahman,Rumana Ahmed,Salma Khatun,Lata Mondal,Panna Ghosh,Shathira Jakir,Fahima Khatun,Sultana Yesmin,Jahanara Alam,Khadija Tul Kubra,L Lee,T Chetty,M du Preez,M Kapp,S Ismail,MM Letsoalo,D van Niekerk,S Loubser,S Luus,-,-,,-,-
1453,666039,MM Lanning,EJ Villani,JE Cameron,AJ Blackwell,EA Perry,RM Farrell,HL Ferling,JL Hunter,JL Jonassen,EA Osborne,-,CM Edwards,HC Knight,SJ Taylor,LS Greenway,A Brindle,A Shrubsole,KL Cross,JL Gunn,NR Sciver,D Hazell,DN Wyatt,,-,-
1454,666041,MM Lanning,NE Bolton,JE Cameron,AJ Blackwell,EA Perry,AJ Healy,JL Jonassen,EA Osborne,RM Farrell,HL Ferling,JL Hunter,CM Edwards,LS Greenway,HC Knight,SJ Taylor,A Brindle,NR Sciver,DN Wyatt,JL Gunn,D Hazell,A Shrubsole,KL Cross,,-,-
1455,666043,CM Edwards,HC Knight,SJ Taylor,LS Greenway,NR Sciver,A Brindle,A Shrubsole,KL Cross,JL Gunn,D Hazell,-,NE Bolton,MM Lanning,JE Cameron,AJ Blackwell,EA Perry,AJ Healy,JL Jonassen,EA Osborne,HL Ferling,JL Hunter,RM Farrell,,-,-
1456,667641,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,CJ Anderson,L Ronchi,NL McCullum,TG Southee,MJ McClenaghan,AF Milne,RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,I Sharma,Mohammed Shami,,-,-
1457,667643,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,CJ Anderson,BB McCullum,L Ronchi,NL McCullum,KD Mills,MJ McClenaghan,TG Southee,S Dhawan,RG Sharma,V Kohli,AM Rahane,MS Dhoni,SK Raina,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,I Sharma,,-,-
1458,667645,MJ Guptill,JD Ryder,KS Williamson,CJ Anderson,LRPL Taylor,BB McCullum,L Ronchi,NL McCullum,MJ McClenaghan,TG Southee,HK Bennett,RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,R Ashwin,RA Jadeja,B Kumar,Mohammed Shami,VR Aaron,,-,-
1459,667647,RG Sharma,V Kohli,AM Rahane,AT Rayudu,MS Dhoni,R Ashwin,RA Jadeja,B Kumar,Mohammed Shami,VR Aaron,STR Binny,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,KD Mills,TG Southee,HK Bennett,JDS Neesham,NL McCullum,-,,-,-
1460,667649,MJ Guptill,JD Ryder,KS Williamson,LRPL Taylor,BB McCullum,JDS Neesham,L Ronchi,KD Mills,MJ McClenaghan,MJ Henry,NL McCullum,RG Sharma,S Dhawan,V Kohli,AM Rahane,AT Rayudu,MS Dhoni,R Ashwin,RA Jadeja,B Kumar,Mohammed Shami,VR Aaron,,-,-
1461,667723,RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,MM Sharma,Mohammed Shami,AN Cook,AD Hales,IR Bell,JE Root,EJG Morgan,JC Buttler,BA Stokes,CR Woakes,CJ Jordan,JC Tredwell,JM Anderson,,-,-
1462,667725,AN Cook,AD Hales,IR Bell,JE Root,EJG Morgan,JC Buttler,BA Stokes,CR Woakes,JC Tredwell,ST Finn,JM Anderson,AM Rahane,S Dhawan,V Kohli,AT Rayudu,SK Raina,RA Jadeja,B Kumar,MM Sharma,Mohammed Shami,R Ashwin,-,,-,-
1463,667727,AN Cook,AD Hales,GS Ballance,JE Root,EJG Morgan,JC Buttler,MM Ali,CR Woakes,ST Finn,JM Anderson,HF Gurney,AM Rahane,S Dhawan,V Kohli,B Kumar,DS Kulkarni,Mohammed Shami,R Ashwin,RA Jadeja,SK Raina,-,-,,-,-
1464,667729,AN Cook,AD Hales,MM Ali,JE Root,EJG Morgan,JC Buttler,BA Stokes,CR Woakes,JC Tredwell,JM Anderson,ST Finn,AM Rahane,V Kohli,S Dhawan,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,UT Yadav,,-,-
1465,667889,AN Cook,IR Bell,GS Ballance,EJG Morgan,JE Root,RS Bopara,JC Buttler,CJ Jordan,JM Anderson,HF Gurney,JC Tredwell,HDRL Thirimanne,KC Sangakkara,TM Dilshan,DPMD Jayawardene,AD Mathews,LD Chandimal,KMDN Kulasekara,NLTC Perera,SMSM Senanayake,SL Malinga,RAS Lakmal,,-,-
1466,667891,HDRL Thirimanne,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,SMA Priyanjan,LD Chandimal,KMDN Kulasekara,SMSM Senanayake,KTGD Prasad,SL Malinga,MA Carberry,IR Bell,GS Ballance,JE Root,EJG Morgan,RS Bopara,JC Buttler,CJ Jordan,JC Tredwell,JM Anderson,HF Gurney,,-,-
1467,667893,HDRL Thirimanne,TM Dilshan,KC Sangakkara,DPMD Jayawardene,LD Chandimal,AD Mathews,SMA Priyanjan,KMDN Kulasekara,SMSM Senanayake,HMRKB Herath,SL Malinga,AN Cook,IR Bell,JM Anderson,HF Gurney,CJ Jordan,JC Tredwell,-,-,-,-,-,,-,-
1468,667895,TM Dilshan,MDKJ Perera,KC Sangakkara,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,SMA Priyanjan,KMDN Kulasekara,SMSM Senanayake,BAW Mendis,SL Malinga,AN Cook,IR Bell,GS Ballance,JE Root,EJG Morgan,RS Bopara,JC Buttler,CJ Jordan,JC Tredwell,JM Anderson,HF Gurney,,-,-
1469,667897,AN Cook,IR Bell,GS Ballance,JE Root,EJG Morgan,RS Bopara,JC Buttler,CJ Jordan,JC Tredwell,JM Anderson,HF Gurney,TM Dilshan,MDKJ Perera,KC Sangakkara,HDRL Thirimanne,DPMD Jayawardene,AD Mathews,KMDN Kulasekara,SL Malinga,SMSM Senanayake,BAW Mendis,SMA Priyanjan,,-,-
1470,668511,L Lee,T Chetty,M du Preez,M Kapp,D van Niekerk,S Ismail,MM Letsoalo,S Loubser,Y Potgieter,-,-,AC Jayangani,BYA Mendis,SS Weerakkody,HASD Siriwardene,HML Madushani,CR Seneviratna,MADD Surangika,HAM Samuddika,SDNS Karunaratne,KDU Prabodhani,HHC Gunaratne,,29,6
1471,668513,AC Jayangani,BYA Mendis,SS Weerakkody,HASD Siriwardene,CR Seneviratna,MADD Surangika,HAM Samuddika,SDNS Karunaratne,RS Vandort,HHC Gunaratne,KDU Prabodhani,L Lee,T Chetty,S Ismail,M Kapp,S Loubser,MM Letsoalo,D van Niekerk,Y Potgieter,-,-,-,,-,-
1472,668953,Tamim Iqbal,Anamul Haque,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Abdur Razzak,Rubel Hossain,Mominul Haque,HD Rutherford,AP Devcich,GD Elliott,LRPL Taylor,CJ Anderson,BB McCullum,JDS Neesham,NL McCullum,TG Southee,MJ McClenaghan,KS Williamson,,-,-
1473,668955,Tamim Iqbal,Shamsur Rahman,Mominul Haque,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Rubel Hossain,Abdur Razzak,AP Devcich,HD Rutherford,GD Elliott,CJ Anderson,LRPL Taylor,BB McCullum,TWM Latham,JDS Neesham,NL McCullum,KD Mills,TG Southee,,-,-
1474,668957,AP Devcich,TWM Latham,GD Elliott,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,KD Mills,AF Milne,MJ McClenaghan,NL McCullum,Shamsur Rahman,Ziaur Rahman,Mominul Haque,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Rubel Hossain,Abdur Razzak,,34,7
1475,668959,AP Devcich,HD Rutherford,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,NL McCullum,TG Southee,MJ McClenaghan,KD Mills,-,Shamsur Rahman,Mominul Haque,Ziaur Rahman,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Abdur Razzak,Al-Amin Hossain,,32,3
1476,668961,FDM Karunaratne,KC Sangakkara,TM Dilshan,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,LD Chandimal,KMDN Kulasekara,SL Malinga,SMSM Senanayake,HMRKB Herath,AP Devcich,TWM Latham,RJ Nicol,KD Mills,MJ McClenaghan,AF Milne,NL McCullum,CJ Anderson,-,-,-,,-,-
1477,668963,FDM Karunaratne,TM Dilshan,KC Sangakkara,SL Malinga,KMDN Kulasekara,AD Mathews,SMSM Senanayake,HMRKB Herath,-,-,-,TWM Latham,AP Devcich,RJ Nicol,GD Elliott,C Munro,L Ronchi,NL McCullum,JDS Neesham,KD Mills,AF Milne,AM Ellis,,-,-
1478,668965,DPMD Jayawardene,TM Dilshan,KC Sangakkara,HDRL Thirimanne,AD Mathews,LD Chandimal,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,HMRKB Herath,SL Malinga,TWM Latham,AP Devcich,RJ Nicol,GD Elliott,C Munro,L Ronchi,JDS Neesham,NL McCullum,KD Mills,MJ McClenaghan,AM Ellis,,-,-
1479,676529,CH Gayle,J Charles,MN Samuels,DM Bravo,LMP Simmons,N Deonarine,DJ Bravo,DJG Sammy,JO Holder,SP Narine,R Rampaul,RG Sharma,S Dhawan,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,B Kumar,JD Unadkat,Mohammed Shami,RA Jadeja,R Ashwin,,-,-
1480,676531,RG Sharma,S Dhawan,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,MM Sharma,Mohammed Shami,J Charles,KOA Powell,MN Samuels,DM Bravo,LMP Simmons,DJ Bravo,DJG Sammy,JO Holder,SP Narine,V Permaul,R Rampaul,,-,-
1481,676533,J Charles,KOA Powell,MN Samuels,DM Bravo,LMP Simmons,DJ Bravo,DJG Sammy,R Rampaul,JO Holder,SP Narine,V Permaul,RG Sharma,S Dhawan,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,B Kumar,MM Sharma,Mohammed Shami,R Ashwin,,-,-
1482,685731,Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Sohaib Maqsood,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Bilawal Bhatti,Anwar Ali,Saeed Ajmal,Junaid Khan,GC Smith,HM Amla,Q de Kock,JH Kallis,AB de Villiers,JP Duminy,DA Miller,VD Philander,DW Steyn,M Morkel,Imran Tahir,,-,-
1483,685733,Nasir Jamshed,Mohammad Hafeez,Ahmed Shehzad,Sohaib Maqsood,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Bilawal Bhatti,Anwar Ali,Junaid Khan,Saeed Ajmal,HM Amla,GC Smith,Q de Kock,JH Kallis,AB de Villiers,JP Duminy,DA Miller,R McLaren,DW Steyn,LL Tsotsobe,Imran Tahir,,-,-
1484,685735,Umar Amin,Ahmed Shehzad,Asad Shafiq,Sohaib Maqsood,Misbah-ul-Haq,Umar Akmal,Bilawal Bhatti,Anwar Ali,Abdur Rehman,Sohail Tanvir,Saeed Ajmal,Q de Kock,HM Amla,H Davids,JP Duminy,AB de Villiers,DA Miller,R McLaren,WD Parnell,VD Philander,LL Tsotsobe,Imran Tahir,,-,-
1485,690355,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,SMA Priyanjan,AD Mathews,KDK Vithanage,KMDN Kulasekara,NLTC Perera,SMSM Senanayake,SL Malinga,Anamul Haque,Mominul Haque,Shamsur Rahman,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mahmudullah,Sohag Gazi,Arafat Sunny,Rubel Hossain,Al-Amin Hossain,,-,-
1486,690357,MDKJ Perera,TM Dilshan,KC Sangakkara,LD Chandimal,SMA Priyanjan,AD Mathews,NLTC Perera,KDK Vithanage,SL Malinga,SMSM Senanayake,BAW Mendis,Anamul Haque,Shamsur Rahman,Mominul Haque,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Arafat Sunny,Rubel Hossain,,-,-
1487,690359,Anamul Haque,Shamsur Rahman,Mominul Haque,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Shafiul Islam,Arafat Sunny,Rubel Hossain,MDKJ Perera,HDRL Thirimanne,KDK Vithanage,LD Chandimal,AD Mathews,SMA Priyanjan,RAS Lakmal,NLTC Perera,KTGD Prasad,SMSM Senanayake,AK Perera,,-,-
1488,696731,MH Cross,CS MacLeod,MW Machan,PL Mommsen,FRJ Coleman,RML Taylor,RD Berrington,MA Leask,SM Sharif,RM Haq,I Wardlaw,R Gunasekera,Zeeshan Siddiqi,NR Kumar,AS Hansra,Raza-ur-Rehman,TC Bastiampillai,Hamza Tariq,Junaid Siddiqui,HS Baidwan,Khurram Chohan,JOA Gordon,,-,-
1489,696733,SJ Myburgh,W Barresi,ES Szwarczynski,PW Borren,MR Swart,Mudassar Bukhari,BN Cooper,PA van Meekeren,Ahsan Malik,MJG Rippon,PM Seelaar,IA Karim,AA Obanda,RG Aga,CO Obuya,RR Patel,TM Odoyo,SO Tikolo,MA Ouma,LN Onyango,NN Odhiambo,HA Varaiya,,-,-
1490,696747,R Gunasekera,NR Kumar,AS Hansra,Raza-ur-Rehman,TC Bastiampillai,Hamza Tariq,Usman Limbada,Khurram Chohan,HS Baidwan,JOA Gordon,PA Desai,SJ Myburgh,ES Szwarczynski,W Barresi,PW Borren,MR Swart,Mudassar Bukhari,VJ Kingma,PM Seelaar,MJG Rippon,Ahsan Malik,-,,-,-
1491,696759,IA Karim,AA Obanda,RG Aga,CO Obuya,MA Ouma,RR Patel,TM Odoyo,NN Odhiambo,HA Varaiya,E Otieno,SO Ngoche,MH Cross,CS MacLeod,MW Machan,PL Mommsen,FRJ Coleman,RD Berrington,MA Leask,RML Taylor,SM Sharif,I Wardlaw,RM Haq,,-,-
1492,698985,Nain Abidi,Javeria Rauf,Sidra Ameen,Nida Dar,Bismah Maroof,Asmavia Iqbal,Sania Khan,Qanita Jalil,Sana Mir,Sadia Yousuf,-,CMA Shillington,ELC Flanagan,IMHC Joyce,EJ Tice,CNIM Joyce,MEMO Scott-Hayward,LN McCarthy,LK O'Reilly,L Delany,-,-,,-,-
